vendor,product_area,release_date,title,description,source_url,source_type,topic_category,topic_subcategory,release_substance,is_breaking_change,confidence
Anthropic,Claude,2025-09-09,Creating and editing files with Claude,"Claude can now create and edit Excel spreadsheets, PowerPoint slide decks, documents, and PDFs directly in the Claude app. Refer to the following two articles for more information:
- Create and edit files with Claude
- Create and edit files with Claude to eliminate hours of busy work",https://support.claude.com/en/articles/12138966-release-notes,release_notes,coding,multimodal,maintenance,False,high
Anthropic,Claude Code,2025-09-09,Claude Code 1.0.109,SDK: Added partial message streaming support via --include-partial-messages CLI flag,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-09-05,Claude Code 1.0.106,"Windows: Fixed path permission matching to consistently use POSIX format (e.g., Read(//c/Users/...) )",https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,maintenance,False,high
Anthropic,Claude,2025-09-03,"Location, maps, and calendar access on Claude for iOS and Android","Claude can now connect with iOS and Android apps to draft calendar events, help you find locations, and manage reminders (iOS only). See updates to the following two articles for more information:
- Using Claude with iOS Apps
- Using Claude with Android Apps",https://support.claude.com/en/articles/12138966-release-notes,release_notes,other,other,maintenance,False,high
Anthropic,Claude Code,2025-08-29,Claude Code 1.0.97,Settings: /doctor now validates permission rule syntax and suggests corrections,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude,2025-08-27,Code Execution Tool,"A new API tool that allows Claude to execute Python code in a secure, sandboxed environment. Refer to our docs for more information:Code execution tool.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,coding,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-08-27,Claude Code 1.0.94,Vertex: add support for global endpoints for supported models /memory command now allows direct editing of all imported memory files SDK: Add custom tools as callbacks Added /todos command to list current todo items,https://code.claude.com/docs/en/changelog,changelog,model release,model support,substantive,False,high
Anthropic,Claude,2025-08-26,Claude in Chrome,"An experimental browser extension that allows Claude to read, click, and navigate websites alongside you. SeeGetting Started with Claude in Chrome.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,agent/tooling,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-08-26,Claude Code 1.0.93,Windows: Add alt + v shortcut for pasting images from clipboard Support NO_PROXY environment variable to bypass proxy for specified hostnames and IPs,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
Anthropic,Claude Code,2025-08-25,Claude Code 1.0.90,Settings file changes take effect immediately - no restart required,https://code.claude.com/docs/en/changelog,changelog,coding,other,maintenance,False,high
Anthropic,Claude Code,2025-08-22,Claude Code 1.0.88,"Fixed issue causing “OAuth authentication is currently not supported” Status line input now includes exceeds_200k_tokens Fixed incorrect usage tracking in /cost. Introduced ANTHROPIC_DEFAULT_SONNET_MODEL and ANTHROPIC_DEFAULT_OPUS_MODEL for controlling model aliases opusplan, opus, and sonnet. Bedrock: Updated default Sonnet model to Sonnet 4",https://code.claude.com/docs/en/changelog,changelog,model release,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-08-22,Claude Code 1.0.86,Added /context to help users self-serve debug context issues SDK: Added UUID support for all SDK messages SDK: Added --replay-user-messages to replay user messages back to stdout,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude,2025-08-21,Admin controls for desktop extensions,"Allows Team and Enterprise plans to enable/disable public desktop extensions and upload custom extensions. SeeAdmin Controls for Desktop Extensions.
Making shared artifacts embeddable
Claude users with free, Pro, or Max plans can generate an embed code for any published artifacts.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,agent/tooling,enterprise/admin,substantive,False,high
Anthropic,Claude,2025-08-20,Premium seats with Claude Code for Team and Enterprise plans,"Introduced a premium seat tier for Team and Enterprise plans offering more usage and access to Claude Code. Refer to the following articles for more information:
- Purchasing and managing seats
- Using Claude Code with your Team or Enterprise plan
Extra usage for Team and Enterprise plans
A new setting allows Team and Enterprise plan users to purchase more usage to continue chatting with Claude or using Claude Code after hitting their usage limit. SeeExtra Usage for Team and Enterprise Plans.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,coding,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-08-19,Claude Code 1.0.85,Status line input now includes session cost info Hooks: Introduced SessionEnd hook,https://code.claude.com/docs/en/changelog,changelog,coding,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-08-18,Claude Code 1.0.84,"Fix tool_use/tool_result id mismatch error when network is unstable Fix Claude sometimes ignoring real-time steering when wrapping up a task @-mention: Add ~/.claude/* files to suggestions for easier agent, output style, and slash command editing Use built-in ripgrep by default; to opt out of this behavior, set USE_BUILTIN_RIPGREP=0",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-08-18,Claude Code 1.0.83,@-mention: Support files with spaces in path New shimmering spinner,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-08-16,Claude Code 1.0.82,"SDK: Add request cancellation support SDK: New additionalDirectories option to search custom paths, improved slash command processing Settings: Validation prevents invalid fields in .claude/settings.json files MCP: Improve tool name consistency Bash: Fix crash when Claude tries to automatically read large files",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude,2025-08-15,Ability to change monthly Team plan billing to annual,Allowing Team plan organizations with monthly billing to upgrade to annual billing. SeeHow to change your Team plan from monthly to annual billing.,https://support.claude.com/en/articles/12138966-release-notes,release_notes,enterprise/admin,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-08-14,Claude Code 1.0.81,"Released output styles, including new built-in educational output styles “Explanatory” and “Learning”. Docs: https://code.claude.com/docs/en/output-styles Agents: Fix custom agent loading when agent files are unparsable",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-08-14,Claude Code 1.0.80,UI improvements: Fix text contrast for custom subagent colors and spinner rendering issues,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-08-14,Claude Code 1.0.77,"Bash tool: Fix heredoc and multiline string escaping, improve stderr redirection handling SDK: Add session support and permission denial tracking Fix token limit errors in conversation summarization Opus Plan Mode: New setting in /model to run Opus only in plan mode, Sonnet otherwise",https://code.claude.com/docs/en/changelog,changelog,model release,agentic coding,substantive,False,high
Anthropic,Claude,2025-08-12,1M token context window,"The 1M token context window for Claude Sonnet 4 is currently in beta for API organizations in usage tier 4, or with custom rate limits. See1M token context windowin our docs for more information.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,model support,substantive,False,high
Anthropic,Claude,2025-08-11,Ability to search past conversations,"Users on Max, Team, Enterprise plans can prompt Claude to search over past chats, allowing finer-grained context continuation and synthesizing across topics. SeeSearching past chats.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,enterprise/admin,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-08-11,Claude Code 1.0.73,MCP: Support multiple config files with --mcp-config file1.json file2.json MCP: Press Esc to cancel OAuth authentication flows Bash: Improved command validation and reduced false security warnings UI: Enhanced spinner animations and status line visual hierarchy Linux: Added support for Alpine and musl-based distributions (requires separate ripgrep installation),https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-08-11,Claude Code 1.0.72,Ask permissions: have Claude Code always ask for confirmation to use specific tools with /permissions,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-08-07,Claude Code 1.0.71,"Background commands: (Ctrl-b) to run any Bash command in the background so Claude can keep working (great for dev servers, tailing logs, etc.) Customizable status line: add your terminal prompt to Claude Code with /statusline",https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
Anthropic,Claude Code,2025-08-07,Claude Code 1.0.70,"Performance: Optimized message rendering for better performance with large contexts Windows: Fixed native file search, ripgrep, and subagent functionality Added support for @-mentions in slash command arguments",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude,2025-08-06,Claude Code Security Reviews,"Two new cybersecurity features were added to Claude Code:
- /security-review command
- GitHub Actions
SeeAutomated Security Reviews in Claude Code.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,coding,permissions/security,substantive,False,high
Anthropic,Claude,2025-08-05,Claude Opus 4.1,"Claude Opus 4.1 (an incremental update to Opus 4) brings enhanced performance as our most capable model for complex reasoning, analysis, and creative tasks.
- Read our announcement here:Claude Opus 4.1.
- Refer toModels overviewfor more specific information about Opus 4.1.",https://support.claude.com/en/articles/12138966-release-notes,release_notes,model release,model support,substantive,False,high
Anthropic,Claude Code,2025-08-05,Claude Code 1.0.69,Upgraded Opus to version 4.1,https://code.claude.com/docs/en/changelog,changelog,model release,model support,substantive,False,high
Anthropic,Claude Code,2025-08-04,Claude Code 1.0.68,Fix incorrect model names being used for certain commands like /pr-comments Windows: improve permissions checks for allow / deny tools and project trust. This may create a new project entry in .claude.json - manually merge the history field if desired. Windows: improve sub-process spawning to eliminate “No such file or directory” when running commands like pnpm Enhanced /doctor command with CLAUDE.md and MCP tool context for self-serve debugging SDK: Added canUseTool callback support for tool co,https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,substantive,False,high
Anthropic,Claude,2025-08-01,Project Sharing,Enabled project permissions and sharing for Team and Enterprise plans. SeeOrganization-wide sharingfor more information.,https://support.claude.com/en/articles/12138966-release-notes,release_notes,coding,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-07-31,Claude Code 1.0.65,IDE: Fixed connection stability issues and error handling for diagnostics Windows: Fixed shell environment setup for users without .bashrc files,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-07-30,Claude Code 1.0.64,Agents: Added model customization support - you can now specify which model an agent should use Agents: Fixed unintended access to the recursive agent tool Hooks: Added systemMessage field to hook JSON output for displaying warnings and context SDK: Fixed user input tracking across multi-turn conversations Added hidden files to file search and @-mention suggestions,https://code.claude.com/docs/en/changelog,changelog,model release,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-07-29,Claude Code 1.0.63,"Windows: Fixed file search, @agent mentions, and custom slash commands functionality",https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-07-28,Claude Code 1.0.62,Added @-mention support with typeahead for custom agents. @ <your-custom-agent> to invoke it Hooks: Added SessionStart hook for new session initialization /add-dir command now supports typeahead for directory paths Improved network connectivity check reliability,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-07-25,Claude Code 1.0.61,Transcript mode (Ctrl+R): Changed Esc to exit transcript mode rather than interrupt Settings: Added --settings flag to load settings from a JSON file Settings: Fixed resolution of settings files paths that are symlinks OTEL: Fixed reporting of wrong organization after authentication changes Slash commands: Fixed permissions checking for allowed-tools with Bash IDE: Added support for pasting images in VSCode MacOS using ⌘+V IDE: Added CLAUDE_CODE_AUTO_CONNECT_IDE=false for disabling IDE auto-conn,https://code.claude.com/docs/en/changelog,changelog,coding,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-07-24,Claude Code 1.0.60,You can now create custom subagents for specialized tasks! Run /agents to get started,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-07-23,Claude Code 1.0.59,SDK: Added tool confirmation support with canUseTool callback SDK: Allow specifying env for spawned process Hooks: Exposed PermissionDecision to hooks (including “ask”) Hooks: UserPromptSubmit now supports additionalContext in advanced JSON output Fixed issue where some Max users that specified Opus would still see fallback to Sonnet,https://code.claude.com/docs/en/changelog,changelog,model release,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-07-23,Claude Code 1.0.58,Added support for reading PDFs MCP: Improved server health status display in ‘claude mcp list’ Hooks: Added CLAUDE_PROJECT_DIR env var for hook commands,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-07-23,Claude Code 1.0.57,Added support for specifying a model in slash commands Improved permission messages to help Claude understand allowed tools Fix: Remove trailing newlines from bash output in terminal wrapping,https://code.claude.com/docs/en/changelog,changelog,model release,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-07-23,Claude Code 1.0.56,Windows: Enabled shift+tab for mode switching on versions of Node.js that support terminal VT mode Fixes for WSL IDE detection Fix an issue causing awsRefreshHelper changes to .aws directory not to be picked up,https://code.claude.com/docs/en/changelog,changelog,coding,IDE integration,maintenance,False,high
Anthropic,Claude Code,2025-07-23,Claude Code 1.0.55,Clarified knowledge cutoff for Opus 4 and Sonnet 4 models Windows: fixed Ctrl+Z crash SDK: Added ability to capture error logging Add —system-prompt-file option to override system prompt in print mode,https://code.claude.com/docs/en/changelog,changelog,model release,IDE integration,substantive,False,high
Anthropic,Claude Code,2025-07-19,Claude Code 1.0.54,"Hooks: Added UserPromptSubmit hook and the current working directory to hook inputs Custom slash commands: Added argument-hint to frontmatter Windows: OAuth uses port 45454 and properly constructs browser URL Windows: mode switching now uses alt + m, and plan mode renders properly Shell: Switch to in-memory shell snapshot to fix file-related errors",https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,maintenance,False,high
Anthropic,Claude Code,2025-07-18,Claude Code 1.0.53,Updated @-mention file truncation from 100 lines to 2000 lines Add helper script settings for AWS token refresh: awsAuthRefresh (for foreground operations like aws sso login) and awsCredentialExport (for background operation with STS-like response).,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-07-18,Claude Code 1.0.52,Added support for MCP server instructions,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-07-11,Claude Code 1.0.51,"Added support for native Windows (requires Git for Windows) Added support for Bedrock API keys through environment variable AWS_BEARER_TOKEN_BEDROCK Settings: /doctor can now help you identify and fix invalid setting files --append-system-prompt can now be used in interactive mode, not just —print/-p. Increased auto-compact warning threshold from 60% to 80% Fixed an issue with handling user directories with spaces for shell snapshots OTEL resource now includes os.type, os.version, host.arch, and",https://code.claude.com/docs/en/changelog,changelog,coding,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-07-10,Claude Code 1.0.48,"Fixed a bug in v1.0.45 where the app would sometimes freeze on launch Added progress messages to Bash tool based on the last 5 lines of command output Added expanding variables support for MCP server configuration Moved shell snapshots from /tmp to ~/.claude for more reliable Bash tool calls Improved IDE extension path handling when Claude Code runs in WSL Hooks: Added a PreCompact hook Vim mode: Added c, f/F, t/T",https://code.claude.com/docs/en/changelog,changelog,model release,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-07-10,Claude Code 1.0.45,"Redesigned Search (Grep) tool with new tool input parameters and features Disabled IDE diffs for notebook files, fixing “Timeout waiting after 1000ms” error Fixed config file corruption issue by enforcing atomic writes Updated prompt input undo to Ctrl+_ to avoid breaking existing Ctrl+U behavior, matching zsh’s undo shortcut Stop Hooks: Fixed transcript path after /clear and fixed triggering when loop ends with tool call Custom slash commands: Restored namespacing in command names based on subd",https://code.claude.com/docs/en/changelog,changelog,coding,IDE integration,maintenance,False,high
Anthropic,Claude Code,2025-07-07,Claude Code 1.0.44,New /export command lets you quickly export a conversation for sharing MCP: resource_link tool results are now supported MCP: tool annotations and tool titles now display in /mcp view Changed Ctrl+Z to suspend Claude Code. Resume by running fg . Prompt input undo is now Ctrl+U.,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-07-03,Claude Code 1.0.43,Fixed a bug where the theme selector was saving excessively Hooks: Added EPIPE system error handling,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-07-03,Claude Code 1.0.42,Added tilde ( ~ ) expansion support to /add-dir command,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-07-03,Claude Code 1.0.41,Hooks: Split Stop hook triggering into Stop and SubagentStop Hooks: Enabled optional timeout configuration for each command Hooks: Added “hook_event_name” to hook input Fixed a bug where MCP tools would display twice in tool list New tool parameters JSON for Bash tool in tool_decision event,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-07-03,Claude Code 1.0.40,Fixed a bug causing API connection errors with UNABLE_TO_GET_ISSUER_CERT_LOCALLY if NODE_EXTRA_CA_CERTS was set,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-07-03,Claude Code 1.0.39,New Active Time metric in OpenTelemetry logging,https://code.claude.com/docs/en/changelog,changelog,coding,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-06-30,Claude Code 1.0.38,Released hooks. Special thanks to community input in https://github.com/anthropics/claude-code/issues/712 . Docs: https://code.claude.com/docs/en/hooks,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-06-30,Claude Code 1.0.37,Remove ability to set Proxy-Authorization header via ANTHROPIC_AUTH_TOKEN or apiKeyHelper,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-06-30,Claude Code 1.0.36,Web search now takes today’s date into context Fixed a bug where stdio MCP servers were not terminating properly on exit,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-06-25,Claude Code 1.0.35,Added support for MCP OAuth Authorization Server discovery,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.34,Fixed a memory leak causing a MaxListenersExceededWarning message to appear,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.33,Improved logging functionality with session ID support Added prompt input undo functionality (Ctrl+Z and vim ‘u’ command) Improvements to plan mode,https://code.claude.com/docs/en/changelog,changelog,coding,agentic coding,substantive,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.32,Updated loopback config for litellm Added forceLoginMethod setting to bypass login selection screen,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.31,Fixed a bug where ~/.claude.json would get reset when file contained invalid JSON,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.30,"Custom slash commands: Run bash output, @-mention files, enable thinking with thinking keywords Improved file path autocomplete with filename matching Added timestamps in Ctrl-r mode and fixed Ctrl-c handling Enhanced jq regex support for complex filters with pipes and select",https://code.claude.com/docs/en/changelog,changelog,coding,model support,maintenance,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.29,Improved CJK character support in cursor navigation and rendering,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
Anthropic,Claude Code,2025-06-24,Claude Code 1.0.28,"Slash commands: Fix selector display during history navigation Resizes images before upload to prevent API size limit errors Added XDG_CONFIG_HOME support to configuration directory Performance optimizations for memory usage New attributes (terminal.type, language) in OpenTelemetry logging",https://code.claude.com/docs/en/changelog,changelog,coding,enterprise/admin,substantive,False,high
Anthropic,Claude Code,2025-06-18,Claude Code 1.0.27,Streamable HTTP MCP servers are now supported Remote MCP servers (SSE and HTTP) now support OAuth MCP resources can now be @-mentioned /resume slash command to switch conversations within Claude Code,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-06-16,Claude Code 1.0.25,Slash commands: moved “project” and “user” prefixes to descriptions Slash commands: improved reliability for command discovery Improved support for Ghostty Improved web search reliability,https://code.claude.com/docs/en/changelog,changelog,coding,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-06-16,Claude Code 1.0.24,Improved /mcp output Fixed a bug where settings arrays got overwritten instead of merged,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-06-16,Claude Code 1.0.23,Released TypeScript SDK: import @anthropic-ai/claude-code to get started Released Python SDK: pip install claude-code-sdk to get started,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-06-12,Claude Code 1.0.22,SDK: Renamed total_cost to total_cost_usd,https://code.claude.com/docs/en/changelog,changelog,coding,other,maintenance,False,high
Anthropic,Claude Code,2025-06-12,Claude Code 1.0.21,Improved editing of files with tab-based indentation Fix for tool_use without matching tool_result errors Fixed a bug where stdio MCP server processes would linger after quitting Claude Code,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-06-09,Claude Code 1.0.18,Added —add-dir CLI argument for specifying additional working directories Added streaming input support without require -p flag Improved startup performance and session storage performance Added CLAUDE_BASH_MAINTAIN_PROJECT_WORKING_DIR environment variable to freeze working directory for bash commands Added detailed MCP server tools display (/mcp) MCP authentication and permission improvements Added auto-reconnection for MCP SSE connections on disconnect Fixed issue where pasted content was lost,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-06-09,Claude Code 1.0.17,We now emit messages from sub-tasks in -p mode (look for the parent_tool_use_id property) Fixed crashes when the VS Code diff tool is invoked multiple times quickly MCP server list UI improvements Update Claude Code process title to display “claude” instead of “node”,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-06-04,Claude Code 1.0.11,Claude Code can now also be used with a Claude Pro subscription Added /upgrade for smoother switching to Claude Max plans Improved UI for authentication from API keys and Bedrock/Vertex/external auth tokens Improved shell configuration error handling Improved todo list handling during compaction,https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-06-04,Claude Code 1.0.10,Added markdown table support Improved streaming performance,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-06-02,Claude Code 1.0.8,Fixed Vertex AI region fallback when using CLOUD_ML_REGION Increased default otel interval from 1s -> 5s Fixed edge cases where MCP_TIMEOUT and MCP_TOOL_TIMEOUT weren’t being respected Fixed a regression where search tools unnecessarily asked for permissions Added support for triggering thinking non-English languages Improved compacting UI,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,maintenance,False,high
Anthropic,Claude Code,2025-06-02,Claude Code 1.0.7,"Renamed /allowed-tools -> /permissions Migrated allowedTools and ignorePatterns from .claude.json -> settings.json Deprecated claude config commands in favor of editing settings.json Fixed a bug where —dangerously-skip-permissions sometimes didn’t work in —print mode Improved error handling for /install-github-app Bugfixes, UI polish, and tool reliability improvements",https://code.claude.com/docs/en/changelog,changelog,deprecation,permissions/security,substantive,True,high
Anthropic,Claude Code,2025-06-02,Claude Code 1.0.6,"Improved edit reliability for tab-indented files Respect CLAUDE_CONFIG_DIR everywhere Reduced unnecessary tool permission prompts Added support for symlinks in @file typeahead Bugfixes, UI polish, and tool reliability improvements",https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-05-28,Claude Code 1.0.4,Fixed a bug where MCP tool errors weren’t being parsed correctly,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-05-22,Claude Code 1.0.1,"Added DISABLE_INTERLEAVED_THINKING to give users the option to opt out of interleaved thinking. Improved model references to show provider-specific names (Sonnet 3.7 for Bedrock, Sonnet 4 for Console) Updated documentation links and OAuth process descriptions",https://code.claude.com/docs/en/changelog,changelog,model release,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-05-22,Claude Code 1.0.0,Claude Code is now generally available Introducing Sonnet 4 and Opus 4 models,https://code.claude.com/docs/en/changelog,changelog,model release,model support,substantive,False,high
Anthropic,Claude Code,2025-05-21,Claude Code 0.2.125,"Breaking change: Bedrock ARN passed to ANTHROPIC_MODEL or ANTHROPIC_SMALL_FAST_MODEL should no longer contain an escaped slash (specify / instead of %2F ) Removed DEBUG=true in favor of ANTHROPIC_LOG=debug , to log all requests",https://code.claude.com/docs/en/changelog,changelog,deprecation,model support,substantive,True,high
Anthropic,Claude Code,2025-05-17,Claude Code 0.2.117,"Breaking change: —print JSON output now returns nested message objects, for forwards-compatibility as we introduce new metadata fields Introduced settings.cleanupPeriodDays Introduced CLAUDE_CODE_API_KEY_HELPER_TTL_MS env var Introduced —debug mode",https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,True,high
Anthropic,Claude Code,2025-05-13,Claude Code 0.2.108,You can now send messages to Claude while it works to steer Claude in real-time Introduced BASH_DEFAULT_TIMEOUT_MS and BASH_MAX_TIMEOUT_MS env vars Fixed a bug where thinking was not working in -p mode Fixed a regression in /cost reporting Deprecated MCP wizard interface in favor of other MCP commands Lots of other bugfixes and improvements,https://code.claude.com/docs/en/changelog,changelog,deprecation,MCP/tooling,substantive,True,high
Anthropic,Claude Code,2025-05-09,Claude Code 0.2.107,CLAUDE.md files can now import other files. Add @path/to/file.md to ./CLAUDE.md to load additional files on launch,https://code.claude.com/docs/en/changelog,changelog,model release,cli workflow,substantive,False,high
Anthropic,Claude Code,2025-05-09,Claude Code 0.2.106,MCP SSE server configs can now specify custom headers Fixed a bug where MCP permission prompt didn’t always show correctly,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-05-08,Claude Code 0.2.105,"Claude can now search the web Moved system & account status to /status Added word movement keybindings for Vim Improved latency for startup, todo tool, and file edits",https://code.claude.com/docs/en/changelog,changelog,coding,MCP/tooling,substantive,False,high
Anthropic,Claude Code,2025-05-05,Claude Code 0.2.102,Improved thinking triggering reliability Improved @mention reliability for images and folders You can now paste multiple large chunks into one prompt,https://code.claude.com/docs/en/changelog,changelog,coding,model support,maintenance,False,high
Anthropic,Claude Code,2025-05-02,Claude Code 0.2.100,Fixed a crash caused by a stack overflow error Made db storage optional; missing db support disables —continue and —resume,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-05-01,Claude Code 0.2.98,Fixed an issue where auto-compact was running twice,https://code.claude.com/docs/en/changelog,changelog,coding,bug fix,maintenance,False,high
Anthropic,Claude Code,2025-05-01,Claude Code 0.2.96,Claude Code can now also be used with a Claude Max subscription ( https://claude.ai/upgrade ),https://code.claude.com/docs/en/changelog,changelog,coding,other,maintenance,False,high
Anthropic,Claude Code,2025-04-30,Claude Code 0.2.93,Resume conversations from where you left off from with “claude —continue” and “claude —resume” Claude now has access to a Todo list that helps it stay on track and be more organized,https://code.claude.com/docs/en/changelog,changelog,coding,cli workflow,maintenance,False,high
Anthropic,Claude Code,2025-04-25,Claude Code 0.2.82,"Added support for —disallowedTools Renamed tools for consistency: LSTool -> LS, View -> Read, etc.",https://code.claude.com/docs/en/changelog,changelog,coding,permissions/security,substantive,False,high
Anthropic,Claude Code,2025-04-21,Claude Code 0.2.75,Hit Enter to queue up additional messages while Claude is working Drag in or copy/paste image files directly into the prompt @-mention files to directly add them to context Run one-off MCP servers with claude --mcp-config <path-to-file> Improved performance for filename auto-complete,https://code.claude.com/docs/en/changelog,changelog,agent/tooling,MCP/tooling,substantive,False,high
